#-----------------------------------------------------------------------------
# Date d'extraction : 09/09/2024 - 13h01 loc.
#-----------------------------------------------------------------------------
# Producteur : MF-DCSC
# Experience : FEU_METEO2022
# Modele     : ALADIN63_CNRM-CM5
# Scenario :
#     RCP8.5 : Emissions non réduites
#-----------------------------------------------------------------------------
# Horizons :
#     H1 : Horizon proche
#     H2 : Horizon moyen
#     H3 : Horizon lointain
#-----------------------------------------------------------------------------
# Type d'indice : annuel
#-----------------------------------------------------------------------------
# Indices : 
#     NORNSV23 : Sécheresse Feu Météo modérée (jour)
#     NORNSV24 : Sécheresse Feu Météo élevée (jour)
#     NORNSV25 : Sécheresse Feu Météo très élevée (jour)
#     NORIFM20 : Indicateur feux de forêt nbj sup à 20 (jour)
#     NORIFM40 : Indicateur feux de forêt nbj sup à 40 (jour)
#     NORIFM60 : Indicateur feux de forêt nbj sup à 60 (jour)
#     NORIFMxAV : IFMx moyen
#     NORIFMxq80 : Q80 IFMx
#     NORIEPx4 : Danger Feu Météo végétation morte Elevé (jour)
#     NORIEPx5 : Danger Feu Météo végétation morte Très Elevé (jour)
#     NORIFMx50 : Danger Feu Météo végétation vivante Elevé (jour)
#     NORIFMx80 : Danger Feu Météo végétation vivante Très Elevé (jour)
#     NORIS400 : Sécheresse profonde Feu Météo modérée (jour)
#     NORIS700 : Sécheresse profonde Feu Météo élevée (jour)
#     NORIS1000 : Sécheresse profonde Feu Météo très élevée (jour)
#-----------------------------------------------------------------------------
# Format des enregistrements 
# Point;Latitude;Longitude;Contexte;Période;NORNSV23;NORNSV24;NORNSV25;NORIFM20;NORIFM40;NORIFM60;NORIFMxAV;NORIFMxq80;NORIEPx4;NORIEPx5;NORIFMx50;NORIFMx80;NORIS400;NORIS700;NORIS1000;
#-----------------------------------------------------------------------------
14402;48.6923;6.0852;RCP8.5;H2;31;7;1;38;8;2;6.8;11.75;62;22;4;1;43;4;0;
14403;48.6889;6.1937;RCP8.5;H2;25;5;0;35;8;2;5.35;9.22;47;13;2;0;47;4;0;
14404;48.6853;6.3022;RCP8.5;H2;26;6;0;25;4;1;5.33;9.11;47;12;2;0;48;3;0;
14405;48.6816;6.4106;RCP8.5;H2;24;6;0;26;4;1;5.12;8.69;45;12;2;0;45;2;0;
14406;48.6778;6.5191;RCP8.5;H2;22;4;0;25;4;1;5.04;8.61;45;11;2;0;42;2;0;
14407;48.674;6.6275;RCP8.5;H2;20;3;0;23;4;1;5.05;8.63;45;11;2;0;42;2;0;
14408;48.67;6.7359;RCP8.5;H2;20;3;0;23;4;1;4.69;7.84;41;9;1;0;32;1;0;
14409;48.6659;6.8443;RCP8.5;H2;17;2;0;20;3;1;4.45;7.5;39;9;1;0;28;1;0;
14410;48.6617;6.9527;RCP8.5;H2;16;2;0;19;3;1;4.39;7.38;38;9;1;0;27;1;0;
14411;48.6575;7.061;RCP8.5;H2;15;2;0;18;2;1;3.89;6.41;37;7;1;0;13;1;0;
14412;48.6531;7.1694;RCP8.5;H2;9;1;0;16;2;0;3.5;5.64;34;6;1;0;9;1;0;
14413;48.6486;7.2777;RCP8.5;H2;8;1;0;13;2;0;2.84;4.08;27;4;1;0;9;1;0;
14414;48.6441;7.386;RCP8.5;H2;7;1;0;9;1;0;4.91;8.2;42;9;1;0;68;4;1;
14415;48.6394;7.4943;RCP8.5;H2;27;6;1;23;3;0;5.23;8.93;44;10;1;0;83;6;1;
14416;48.6346;7.6025;RCP8.5;H2;33;7;1;25;3;1;5.39;9.36;49;10;1;0;58;4;1;
14417;48.6298;7.7108;RCP8.5;H2;27;6;1;27;3;0;5.42;9.5;49;10;1;0;57;5;1;
14418;48.6248;7.819;RCP8.5;H2;28;6;1;27;2;0;5.42;9.73;49;10;1;0;58;4;0;
14522;48.8168;3.5886;RCP8.5;H2;37;8;1;29;4;1;5.66;9.66;45;11;2;0;63;6;0;
14523;48.8156;3.6975;RCP8.5;H2;35;8;1;28;4;1;5.65;9.61;45;11;2;0;63;6;0;
14524;48.8143;3.8064;RCP8.5;H2;34;8;1;28;4;1;5.72;9.81;46;12;2;0;68;6;0;
14525;48.8129;3.9152;RCP8.5;H2;36;8;1;29;4;1;5.74;10.04;47;12;2;0;69;8;0;
14526;48.8114;4.0241;RCP8.5;H2;37;8;1;29;4;1;5.71;9.87;47;12;2;0;74;7;0;
14527;48.8098;4.1329;RCP8.5;H2;37;8;1;30;4;1;5.68;9.67;47;12;2;0;70;7;0;
14528;48.8081;4.2417;RCP8.5;H2;34;9;1;29;4;1;5.68;9.69;47;12;2;0;70;7;0;
14529;48.8064;4.3506;RCP8.5;H2;34;9;1;29;4;1;5.75;9.88;47;12;2;0;75;6;0;
14530;48.8045;4.4594;RCP8.5;H2;37;7;1;31;5;1;5.94;10.28;49;12;2;0;82;7;0;
14531;48.8025;4.5682;RCP8.5;H2;41;7;1;32;5;1;5.87;10.15;48;12;2;0;79;6;0;
14532;48.8004;4.677;RCP8.5;H2;41;7;1;31;4;1;5.8;9.98;46;12;2;0;76;7;0;
14533;48.7982;4.7858;RCP8.5;H2;39;7;1;31;4;1;4.92;8.43;42;9;1;0;54;2;0;
14534;48.7959;4.8945;RCP8.5;H2;27;5;0;24;3;0;5.69;9.8;52;15;2;0;42;2;0;
14535;48.7935;5.0033;RCP8.5;H2;23;4;0;30;5;1;5.51;9.51;51;15;2;0;39;2;0;
14536;48.791;5.1121;RCP8.5;H2;21;4;0;28;5;1;5.24;8.86;49;14;2;0;35;1;0;
14537;48.7884;5.2208;RCP8.5;H2;19;4;0;26;4;1;4.88;8.21;47;13;2;0;28;1;0;
14538;48.7857;5.3296;RCP8.5;H2;17;3;0;23;4;1;4.65;7.72;44;12;2;0;27;1;0;
14539;48.783;5.4383;RCP8.5;H2;16;3;0;22;4;1;4.75;7.94;44;13;2;0;28;1;0;
14540;48.7801;5.547;RCP8.5;H2;17;3;0;22;4;1;5.48;9.45;50;14;2;0;42;2;0;
14541;48.7771;5.6557;RCP8.5;H2;25;4;0;27;5;1;5.35;9.25;48;13;2;0;42;2;0;
14542;48.774;5.7644;RCP8.5;H2;25;4;0;26;5;1;7.16;12.56;63;21;4;1;55;4;0;
14543;48.7708;5.8731;RCP8.5;H2;32;6;0;38;8;2;7.25;12.71;64;22;4;1;57;5;0;
14544;48.7675;5.9817;RCP8.5;H2;32;7;1;38;8;2;7.15;12.5;64;22;4;1;50;5;0;
14545;48.7642;6.0904;RCP8.5;H2;29;6;1;38;8;2;7.07;12.31;64;23;4;1;47;4;0;
14546;48.7607;6.199;RCP8.5;H2;27;6;1;37;8;2;7.04;12.22;63;23;4;1;45;3;0;
14547;48.7571;6.3077;RCP8.5;H2;26;6;0;37;8;2;7.15;12.46;63;23;4;1;49;4;0;
14548;48.7534;6.4163;RCP8.5;H2;27;7;0;38;9;2;5.22;8.92;46;12;2;0;44;3;0;
14549;48.7496;6.5248;RCP8.5;H2;23;5;0;25;4;1;5.17;8.74;46;12;2;0;44;2;0;
14550;48.7458;6.6334;RCP8.5;H2;22;3;0;25;4;1;4.95;8.19;43;11;2;0;37;1;0;
14551;48.7418;6.742;RCP8.5;H2;19;3;0;23;4;1;4.85;8.14;42;10;2;0;37;1;0;
14552;48.7377;6.8505;RCP8.5;H2;18;3;0;22;3;1;4.59;7.71;40;9;1;0;31;1;0;
14553;48.7335;6.959;RCP8.5;H2;16;2;0;20;3;1;4.52;7.52;40;9;1;0;29;1;0;
14554;48.7292;7.0675;RCP8.5;H2;16;2;0;20;3;1;4.54;7.61;40;9;1;0;33;1;0;
14555;48.7249;7.176;RCP8.5;H2;16;2;0;20;3;1;3.87;6.27;37;8;1;0;11;0;0;
14556;48.7204;7.2845;RCP8.5;H2;9;1;0;16;2;0;4.13;6.89;36;7;1;0;30;2;0;
14557;48.7158;7.393;RCP8.5;H2;15;2;0;17;2;1;5.27;9.05;44;10;1;0;82;7;1;
14558;48.7112;7.5014;RCP8.5;H2;34;7;1;25;3;1;5.36;9.27;45;10;1;0;87;8;1;
14559;48.7064;7.6098;RCP8.5;H2;36;7;1;26;3;1;5.39;9.27;47;12;2;0;73;5;1;
14560;48.7015;7.7182;RCP8.5;H2;30;7;1;28;4;1;4.22;6.91;41;8;1;0;30;3;0;
14561;48.6965;7.8266;RCP8.5;H2;16;4;0;20;2;0;4.29;7.1;41;8;1;0;31;3;0;
14665;48.8887;3.5904;RCP8.5;H2;33;7;1;29;5;0;5.62;9.57;45;11;2;0;62;6;0;
14666;48.8875;3.6994;RCP8.5;H2;34;8;1;28;4;1;5.57;9.47;44;11;2;0;60;5;0;
14667;48.8862;3.8084;RCP8.5;H2;33;7;1;28;4;1;5.49;9.26;44;11;2;0;59;5;0;
14668;48.8848;3.9174;RCP8.5;H2;31;7;1;28;4;1;5.56;9.41;44;12;2;0;66;6;0;
14669;48.8833;4.0264;RCP8.5;H2;34;8;1;29;4;1;5.79;10.09;47;12;2;0;76;7;0;
14670;48.8817;4.1354;RCP8.5;H2;38;8;1;31;4;1;5.87;10.23;48;12;2;0;79;8;0;
14671;48.88;4.2444;RCP8.5;H2;39;9;1;31;4;1;5.81;10.08;48;12;2;0;77;7;0;
14672;48.8782;4.3533;RCP8.5;H2;39;9;1;31;4;1;5.88;10.19;48;12;2;0;79;7;0;
14673;48.8763;4.4623;RCP8.5;H2;39;9;1;32;4;1;5.97;10.27;48;12;2;0;79;6;0;
14674;48.8743;4.5713;RCP8.5;H2;40;8;1;32;5;1;5.73;9.73;47;12;2;0;73;5;0;
14675;48.8722;4.6802;RCP8.5;H2;36;7;1;30;4;1;5.59;9.47;46;12;2;0;62;3;0;
14676;48.8701;4.7892;RCP8.5;H2;34;6;1;30;4;1;4.85;8.15;42;9;1;0;50;2;0;
14677;48.8678;4.8981;RCP8.5;H2;26;5;0;24;3;0;5.63;9.7;52;14;2;0;40;2;0;
14678;48.8654;5.007;RCP8.5;H2;24;4;0;29;5;1;5.58;9.66;52;15;2;0;41;2;0;
14679;48.8629;5.1159;RCP8.5;H2;23;4;0;28;5;1;5.22;9;49;14;2;0;34;1;0;
14680;48.8603;5.2248;RCP8.5;H2;19;4;0;26;4;1;4.91;8.27;47;13;2;0;29;1;0;
14681;48.8576;5.3337;RCP8.5;H2;17;3;0;23;4;1;4.82;8.12;45;13;2;0;29;1;0;
14682;48.8548;5.4426;RCP8.5;H2;18;3;0;23;4;1;4.81;8.1;45;13;2;0;29;1;0;
14683;48.8519;5.5515;RCP8.5;H2;18;3;0;22;4;1;5.45;9.38;49;14;2;0;41;2;0;
14684;48.8489;5.6603;RCP8.5;H2;25;4;0;27;5;1;5.57;9.56;49;14;2;0;47;3;0;
14685;48.8458;5.7692;RCP8.5;H2;28;6;0;27;5;1;7.22;12.6;64;21;4;1;55;4;0;
14686;48.8427;5.878;RCP8.5;H2;32;6;0;38;8;2;7.17;12.39;63;22;4;1;52;4;0;
14687;48.8394;5.9868;RCP8.5;H2;30;6;0;38;8;2;7.15;12.43;64;23;4;1;50;4;0;
14688;48.836;6.0956;RCP8.5;H2;29;6;0;38;8;2;7.25;12.71;64;23;4;1;53;5;0;
14689;48.8325;6.2044;RCP8.5;H2;31;7;0;39;9;2;7.06;12.23;63;22;5;1;48;4;0;
14690;48.8289;6.3131;RCP8.5;H2;27;6;0;38;8;2;6.09;10.73;51;14;3;0;66;7;0;
14691;48.8252;6.4219;RCP8.5;H2;35;9;0;31;6;1;5.66;9.76;48;13;3;0;54;4;0;
14692;48.8214;6.5306;RCP8.5;H2;28;6;0;28;5;1;4.87;8.17;43;10;2;0;38;1;0;
14693;48.8176;6.6394;RCP8.5;H2;19;3;0;22;4;1;4.88;8.19;43;10;2;0;38;1;0;
14694;48.8136;6.7481;RCP8.5;H2;19;3;0;22;4;1;4.91;8.25;43;10;2;0;38;1;0;
14695;48.8095;6.8568;RCP8.5;H2;18;3;0;22;3;1;4.7;7.93;41;9;1;0;34;1;0;
14696;48.8053;6.9654;RCP8.5;H2;17;2;0;21;3;1;4.61;7.75;40;9;1;0;32;1;0;
14697;48.801;7.0741;RCP8.5;H2;16;2;0;20;3;1;4.47;7.51;39;9;1;0;35;1;0;
14698;48.7966;7.1827;RCP8.5;H2;16;2;0;19;2;0;4.51;7.48;40;9;1;0;33;1;0;
14699;48.7922;7.2914;RCP8.5;H2;16;3;0;20;3;1;4.45;7.44;40;9;1;0;35;1;0;
14700;48.7876;7.4;RCP8.5;H2;17;3;0;20;2;1;5.3;9.16;45;10;1;0;82;5;1;
14701;48.7829;7.5085;RCP8.5;H2;35;7;1;26;3;0;5.42;9.46;46;10;1;0;87;5;1;
14702;48.7781;7.6171;RCP8.5;H2;38;7;1;27;3;0;5.49;9.37;47;12;2;0;82;5;1;
14703;48.7733;7.7256;RCP8.5;H2;34;8;1;28;4;1;4.21;6.77;41;8;1;0;30;3;0;
14704;48.7683;7.8342;RCP8.5;H2;16;4;1;20;2;0;4.36;7.1;42;8;1;0;34;3;0;
14705;48.7632;7.9427;RCP8.5;H2;18;4;1;21;2;0;4.32;7.21;41;8;1;0;31;3;0;
14808;48.9606;3.5921;RCP8.5;H2;32;6;0;28;5;1;5.72;9.77;44;12;2;0;63;6;0;
14809;48.9594;3.7013;RCP8.5;H2;32;7;1;29;4;1;5.56;9.52;44;11;2;0;64;6;0;
14810;48.9581;3.8104;RCP8.5;H2;34;7;1;28;4;1;5.44;9.34;44;11;2;0;56;4;0;
14811;48.9567;3.9196;RCP8.5;H2;30;6;1;26;4;1;5.46;9.18;44;11;2;0;59;4;0;
14812;48.9552;4.0287;RCP8.5;H2;31;7;0;28;4;1;5.76;10.06;46;11;2;0;76;6;0;
14813;48.9536;4.1379;RCP8.5;H2;37;7;1;29;4;0;6.01;10.69;49;12;2;0;82;6;0;
14814;48.9519;4.247;RCP8.5;H2;41;8;1;32;4;1;5.96;10.51;49;12;2;0;80;7;0;
14815;48.9501;4.3561;RCP8.5;H2;40;9;1;32;5;1;6;10.59;49;12;2;0;81;7;0;
14816;48.9482;4.4653;RCP8.5;H2;40;9;1;32;5;1;5.83;9.98;48;12;2;0;76;6;0;
14817;48.9462;4.5744;RCP8.5;H2;38;8;1;31;5;1;5.66;9.6;46;12;2;0;70;5;0;
14818;48.9441;4.6835;RCP8.5;H2;35;7;1;30;4;1;5.58;9.44;45;12;2;0;62;3;0;
14819;48.9419;4.7926;RCP8.5;H2;34;6;1;29;4;1;4.82;8.03;38;8;1;0;66;4;0;
14820;48.9396;4.9016;RCP8.5;H2;33;6;0;23;3;0;4.69;7.79;40;9;1;0;47;2;0;
14821;48.9372;5.0107;RCP8.5;H2;25;4;0;22;3;0;5.53;9.55;52;15;2;0;40;2;0;
14822;48.9347;5.1198;RCP8.5;H2;22;4;0;28;5;1;5.26;8.83;49;14;2;0;35;2;0;
14823;48.9321;5.2288;RCP8.5;H2;20;4;0;26;4;1;5.02;8.32;47;14;2;0;31;1;0;
14824;48.9294;5.3379;RCP8.5;H2;18;3;0;25;4;1;4.94;8.19;46;14;2;0;29;1;0;
14825;48.9266;5.4469;RCP8.5;H2;19;3;0;24;4;1;5.41;9.35;49;14;2;0;40;2;0;
14826;48.9238;5.5559;RCP8.5;H2;24;4;0;27;4;1;5.46;9.46;49;14;2;0;41;2;0;
14827;48.9208;5.6649;RCP8.5;H2;25;4;0;27;4;1;5.45;9.34;48;14;2;0;44;3;0;
14828;48.9177;5.7739;RCP8.5;H2;28;5;0;27;5;1;5.72;10;49;13;2;0;56;5;0;
14829;48.9145;5.8829;RCP8.5;H2;32;7;0;28;5;1;5.35;9.1;46;13;2;0;48;3;0;
14830;48.9112;5.9919;RCP8.5;H2;28;5;0;26;4;1;5.31;9.03;47;13;2;0;45;3;0;
14831;48.9078;6.1008;RCP8.5;H2;27;5;0;26;4;1;5.8;10.12;50;13;2;0;54;4;0;
14832;48.9043;6.2097;RCP8.5;H2;32;6;0;29;5;1;7.3;12.86;64;22;4;1;56;6;0;
14833;48.9007;6.3187;RCP8.5;H2;31;8;0;40;9;2;5.81;10.11;49;14;3;0;58;5;0;
14834;48.897;6.4276;RCP8.5;H2;30;6;0;29;5;1;5.73;9.91;48;13;3;0;56;4;0;
14835;48.8932;6.5365;RCP8.5;H2;29;6;0;29;5;1;4.77;7.93;42;10;2;0;36;1;0;
14836;48.8893;6.6453;RCP8.5;H2;19;2;0;22;4;1;4.83;8.07;43;10;2;0;37;1;0;
14837;48.8854;6.7542;RCP8.5;H2;19;3;0;22;4;1;4.73;7.84;42;10;2;0;34;1;0;
14838;48.8813;6.863;RCP8.5;H2;17;2;0;21;3;1;4.77;7.99;43;10;1;0;34;0;0;
14839;48.8771;6.9719;RCP8.5;H2;17;2;0;21;3;1;4.72;7.91;42;10;1;0;33;0;0;
14840;48.8728;7.0807;RCP8.5;H2;16;2;0;21;3;1;4.53;7.6;41;9;1;0;35;0;0;
14841;48.8684;7.1894;RCP8.5;H2;16;2;0;20;2;0;4.49;7.54;41;9;1;0;33;1;0;
14842;48.8639;7.2982;RCP8.5;H2;16;2;0;20;3;1;4.37;7.3;40;9;1;0;31;1;0;
14843;48.8593;7.407;RCP8.5;H2;15;2;0;19;2;1;4.83;8.15;44;10;1;0;43;2;0;
14844;48.8547;7.5157;RCP8.5;H2;21;4;0;24;3;1;5.46;9.46;46;11;2;0;80;5;1;
14845;48.8499;7.6244;RCP8.5;H2;35;8;1;27;4;1;5.48;9.53;46;11;2;0;81;5;1;
14846;48.845;7.7331;RCP8.5;H2;36;8;1;27;4;1;5.52;9.56;47;11;2;0;78;7;1;
14847;48.84;7.8418;RCP8.5;H2;35;7;1;28;4;1;4.32;7.02;42;8;1;0;33;3;0;
14848;48.8349;7.9504;RCP8.5;H2;18;4;1;21;2;0;4.28;7.11;41;8;1;0;30;3;0;
14849;48.8297;8.059;RCP8.5;H2;18;4;0;20;2;0;4.29;7.33;41;7;1;0;32;3;0;
14952;49.0313;3.7032;RCP8.5;H2;35;6;1;29;4;1;5.47;9.35;43;11;2;0;64;5;0;
14953;49.03;3.8125;RCP8.5;H2;34;6;1;27;4;1;5.36;9.3;43;10;1;0;66;3;0;
14954;49.0286;3.9218;RCP8.5;H2;32;5;0;25;4;0;5.73;10.01;46;11;2;0;75;6;0;
14955;49.0271;4.0311;RCP8.5;H2;37;7;1;29;4;0;6.01;10.61;48;12;2;0;84;8;0;
14956;49.0255;4.1404;RCP8.5;H2;41;8;1;31;4;1;6.08;10.85;50;12;2;0;84;7;0;
14957;49.0238;4.2497;RCP8.5;H2;42;9;1;33;4;1;6.03;10.66;50;12;2;0;81;7;0;
14958;49.022;4.3589;RCP8.5;H2;41;9;1;33;5;1;5.86;10.24;49;12;2;0;78;6;0;
14959;49.0201;4.4682;RCP8.5;H2;39;9;1;32;4;1;5.76;9.94;47;12;2;0;72;5;0;
14960;49.0181;4.5775;RCP8.5;H2;37;8;1;31;5;1;4.86;8.16;38;8;1;0;68;4;0;
14961;49.016;4.6867;RCP8.5;H2;34;6;1;24;3;0;4.81;7.98;38;8;1;0;66;4;0;
14962;49.0138;4.796;RCP8.5;H2;32;6;1;23;3;0;4.89;8.23;38;8;1;0;66;3;0;
14963;49.0115;4.9052;RCP8.5;H2;33;6;0;23;3;0;4.74;7.93;41;9;1;0;46;2;0;
14964;49.0091;5.0144;RCP8.5;H2;26;4;0;23;3;0;4.72;7.91;40;9;1;0;45;2;0;
14965;49.0066;5.1236;RCP8.5;H2;25;5;0;22;3;1;5.33;8.93;50;14;2;0;36;2;0;
14966;49.004;5.2328;RCP8.5;H2;20;4;0;27;4;1;5.02;8.23;47;14;2;0;33;1;0;
14967;49.0013;5.342;RCP8.5;H2;18;4;0;25;4;1;4.95;8.19;47;13;2;0;30;1;0;
14968;48.9985;5.4512;RCP8.5;H2;19;4;0;24;4;1;5.62;9.79;50;14;2;0;39;3;0;
14969;48.9956;5.5604;RCP8.5;H2;25;5;0;28;5;1;5.46;9.46;48;14;2;0;44;2;0;
14970;48.9926;5.6695;RCP8.5;H2;27;5;0;27;5;1;5.29;9.03;46;13;2;0;43;2;0;
14971;48.9895;5.7787;RCP8.5;H2;27;5;0;26;4;1;5.79;10.06;51;14;2;0;50;4;0;
14972;48.9863;5.8878;RCP8.5;H2;31;6;0;29;5;1;5.5;9.43;47;13;2;0;51;3;0;
14973;48.983;5.9969;RCP8.5;H2;30;6;0;27;5;1;5.47;9.42;48;13;2;0;49;3;0;
14974;48.9796;6.106;RCP8.5;H2;29;5;0;27;5;1;5.98;10.52;51;14;2;0;60;6;0;
14975;48.9761;6.2151;RCP8.5;H2;34;7;0;30;5;1;6.05;10.58;52;14;3;0;64;7;0;
14976;48.9725;6.3242;RCP8.5;H2;35;8;0;32;6;1;5.66;9.82;48;14;3;0;52;5;0;
14977;48.9688;6.4332;RCP8.5;H2;29;6;0;28;5;1;5.83;10.2;50;14;3;0;57;5;0;
14978;48.965;6.5423;RCP8.5;H2;31;6;0;29;5;1;4.81;8.03;43;11;2;0;38;1;0;
14979;48.9611;6.6513;RCP8.5;H2;21;3;0;22;4;1;4.74;7.83;42;10;2;0;36;1;0;
14980;48.9571;6.7603;RCP8.5;H2;19;2;0;22;3;1;4.84;8.06;43;10;2;0;38;1;0;
14981;48.953;6.8693;RCP8.5;H2;20;2;0;22;4;1;4.87;8.18;44;10;2;0;38;1;0;
14982;48.9489;6.9783;RCP8.5;H2;19;3;0;22;3;1;4.79;8.2;43;10;1;0;41;2;0;
14983;48.9446;7.0872;RCP8.5;H2;20;3;0;22;3;1;4.58;7.76;41;10;1;0;36;0;0;
14984;48.9402;7.1962;RCP8.5;H2;16;2;0;20;2;0;4.6;7.77;42;10;1;0;36;1;0;
14985;48.9357;7.3051;RCP8.5;H2;17;3;0;20;3;1;4.34;7.24;39;9;1;0;31;1;0;
14986;48.9311;7.414;RCP8.5;H2;15;2;0;19;2;0;4.68;7.79;43;10;1;0;38;2;0;
14987;48.9264;7.5229;RCP8.5;H2;19;3;0;23;3;1;4.78;8;44;10;2;0;38;2;0;
14988;48.9216;7.6317;RCP8.5;H2;19;4;0;24;3;1;4.97;8.42;45;10;2;0;44;3;0;
14989;48.9167;7.7406;RCP8.5;H2;21;5;0;25;3;1;5.48;9.52;46;11;2;0;78;6;1;
14990;48.9117;7.8494;RCP8.5;H2;34;7;1;27;4;1;5.53;9.63;47;11;2;0;78;6;1;
14991;48.9066;7.9582;RCP8.5;H2;35;6;1;28;3;1;4.33;7.12;41;8;1;0;32;4;0;
14992;48.9015;8.067;RCP8.5;H2;18;4;0;20;2;0;4.29;7.13;41;7;1;0;31;3;0;
15095;49.1031;3.7051;RCP8.5;H2;35;6;1;29;4;1;5.85;10.42;46;11;1;0;80;7;0;
15096;49.1018;3.8145;RCP8.5;H2;42;7;1;29;4;0;5.65;9.96;45;11;1;0;74;5;0;
15097;49.1004;3.924;RCP8.5;H2;36;6;1;27;4;0;5.48;9.45;44;10;2;0;66;3;0;
15098;49.0989;4.0335;RCP8.5;H2;33;5;0;27;4;0;5.45;9.39;44;10;2;0;65;3;0;
15099;49.0973;4.1429;RCP8.5;H2;32;5;0;26;4;0;5.64;9.82;45;11;2;0;72;5;0;
15100;49.0956;4.2523;RCP8.5;H2;36;6;1;29;4;0;5.07;8.73;40;9;1;0;75;6;0;
15101;49.0938;4.3618;RCP8.5;H2;37;7;1;25;3;0;5.05;8.7;40;8;1;0;74;6;0;
15102;49.0919;4.4712;RCP8.5;H2;37;7;1;25;3;0;4.96;8.44;39;8;1;0;68;5;0;
15103;49.0899;4.5806;RCP8.5;H2;36;7;1;24;3;0;4.91;8.36;38;8;1;0;67;4;0;
15104;49.0878;4.69;RCP8.5;H2;35;7;0;24;3;0;4.82;8.15;38;8;1;0;64;4;0;
15105;49.0856;4.7994;RCP8.5;H2;34;6;0;23;3;0;4.78;8.02;41;9;1;0;46;2;0;
15106;49.0833;4.9088;RCP8.5;H2;26;5;0;23;3;0;4.71;7.85;41;9;1;0;45;2;0;
15107;49.0809;5.0182;RCP8.5;H2;25;4;0;23;3;0;5.16;8.71;45;12;2;0;36;2;0;
15108;49.0784;5.1275;RCP8.5;H2;21;4;0;25;4;1;5.14;8.61;45;12;2;0;36;2;0;
15109;49.0758;5.2369;RCP8.5;H2;20;5;0;25;4;1;5.02;8.22;47;13;2;0;32;1;0;
15110;49.0731;5.3462;RCP8.5;H2;18;4;0;25;4;1;5.52;9.48;50;14;2;0;40;2;0;
15111;49.0703;5.4556;RCP8.5;H2;23;5;0;28;4;1;5.47;9.5;49;13;2;0;37;3;0;
15112;49.0674;5.5649;RCP8.5;H2;23;5;0;27;5;1;5.3;9.03;47;13;2;0;39;3;0;
15113;49.0644;5.6742;RCP8.5;H2;24;5;1;26;4;1;5.84;10.12;51;14;3;0;49;5;0;
15114;49.0613;5.7835;RCP8.5;H2;30;7;0;30;5;1;5.86;10.06;51;14;3;0;49;4;0;
15115;49.0581;5.8928;RCP8.5;H2;30;7;0;30;5;1;5.57;9.46;48;13;2;0;50;4;0;
15116;49.0548;6.002;RCP8.5;H2;30;6;0;28;5;1;5.12;8.67;47;12;2;0;40;3;0;
15117;49.0514;6.1113;RCP8.5;H2;25;4;0;25;4;1;6.12;10.8;52;14;3;0;63;7;0;
15118;49.0479;6.2205;RCP8.5;H2;35;8;0;31;5;1;6.16;10.85;53;15;3;0;66;7;0;
15119;49.0443;6.3297;RCP8.5;H2;37;8;0;33;6;1;5.87;10.15;51;14;3;0;57;6;0;
15120;49.0406;6.4389;RCP8.5;H2;33;7;0;30;5;1;5.79;9.97;50;14;3;0;54;5;0;
15121;49.0368;6.5481;RCP8.5;H2;32;7;0;29;5;1;5.36;9.1;49;13;2;0;44;3;0;
15122;49.0329;6.6573;RCP8.5;H2;25;5;0;27;4;1;5.24;8.86;48;13;2;0;41;1;0;
15123;49.0289;6.7665;RCP8.5;H2;22;3;0;25;4;1;4.71;7.76;42;10;2;0;35;1;0;
15124;49.0248;6.8756;RCP8.5;H2;18;2;0;22;3;1;4.83;8.1;44;10;2;0;37;1;0;
15125;49.0206;6.9847;RCP8.5;H2;19;2;0;22;3;1;4.87;8.21;44;10;2;0;38;1;0;
15126;49.0163;7.0938;RCP8.5;H2;19;3;0;23;3;1;4.97;8.52;45;11;2;0;36;1;0;
15127;49.0119;7.2029;RCP8.5;H2;19;3;0;23;3;1;4.8;8.13;43;10;2;0;32;1;0;
15128;49.0074;7.312;RCP8.5;H2;17;3;0;22;3;1;4.62;7.73;42;10;2;0;29;1;0;
15129;49.0028;7.4211;RCP8.5;H2;16;2;0;21;3;1;4.69;7.87;42;10;2;0;31;2;0;
15130;48.9981;7.5301;RCP8.5;H2;17;3;0;22;3;1;5.02;8.56;46;11;2;0;33;2;0;
15131;48.9933;7.6391;RCP8.5;H2;18;4;0;25;4;1;4.59;7.69;42;9;1;0;33;2;0;
15132;48.9884;7.7481;RCP8.5;H2;18;4;0;21;3;1;4.76;8.02;44;10;2;0;33;2;0;
15133;48.9834;7.8571;RCP8.5;H2;18;4;0;23;3;1;4.86;8.05;44;11;1;0;36;3;0;
15134;48.9783;7.966;RCP8.5;H2;19;4;0;24;3;1;4.35;7.25;41;7;1;0;33;3;0;
15135;48.9732;8.0749;RCP8.5;H2;18;4;0;20;2;0;4.37;7.36;40;8;1;0;33;3;0;
15136;48.9679;8.1838;RCP8.5;H2;18;4;0;20;2;0;4.36;7.29;41;7;1;0;32;3;0;
15239;49.1737;3.8166;RCP8.5;H2;38;5;0;30;5;1;5.92;10.32;48;13;2;0;78;6;0;
15240;49.1723;3.9262;RCP8.5;H2;39;5;0;30;5;1;5.94;10.38;48;13;2;0;78;6;0;
15241;49.1708;4.0358;RCP8.5;H2;38;6;0;30;5;1;5.66;9.8;45;11;1;0;77;6;0;
